행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop,count_bus,count_도시철도,count_transport,단독다가구 월세 단위면적당 보증금,단독다가구 단위면적당 월세금,단독다가구 전세 단위면적당 보증금,아파트 월세 단위면적당 보증금,아파트 단위면적당 월세금,아파트 전세 단위면적당 보증금,연립다세대 월세 단위면적당 보증금,연립다세대 단위면적당 월세금,연립다세대 전세 단위면적당 보증금,오피스텔 월세 단위면적당 보증금,오피스텔 단위면적당 월세금,오피스텔 전세 단위면적당 보증금,평균 월세 단위면적당 보증금,평균 단위면적당 월세금,평균 전세 단위면적당 보증금
서울특별시 중구 을지로동,11020600,1548,3028,2130,72.67605634,51.12285337,0.0002,1040,32,22,78,498,62,48,91,37,641,3176,7,4,11,90.74410163339384,2.4599213551119177,178.45337422464067,241.6956232807878,3.520838878401215,1027.300135383122,70.29362820419793,1.1199755504739544,268.5026140682301,164.2873873,3.4137238440137008,923.4136403366672,141.7551851045949,2.628614907000197,599.417441
서울특별시 중구 신당5동,11020650,2799,10161,5393,51.9006119,27.54650133,0.0003,58,11,6,28,131,62,13,12,23,239,1307,3,1,4,62.62269368369389,1.6167965254740484,447.0447504145071,111.78979899999842,2.4629067453418267,883.2264707404217,268.5447223564171,2.297442609737366,996.4213738,162.0282216660718,3.629405665299999,902.7523882109222,151.2463591765453,2.501637886,807.3612457914627
서울특별시 중구 황학동,11020670,4406,12697,7429,59.30811684,34.7011105,0.0004,49,18,11,35,409,56,18,18,20,278,1694,2,0,2,42.39029014488792,1.726140596116203,310.0758908779645,235.1891894163497,2.3084845509110337,802.6302193334739,377.7849717528257,2.0006821613581725,795.7702547557896,229.67989794731184,2.455266409664272,784.7248656355627,221.2610873153438,2.1226434295124204,673.3003076506977
서울특별시 중구 중림동,11020680,2751,12148,5940,46.31313131,22.645703,0.0003,76,16,8,24,78,34,20,19,19,198,1314,6,0,6,77.83627336829714,1.398726966739965,399.5068599606236,228.2739386624622,2.0899310812263163,979.5043133215452,133.13439184264308,1.3778343586014834,696.0479652519836,206.9880479239025,4.765628137251487,1105.658735523161,161.55816294932623,2.408030135954813,795.1794685143284
서울특별시 중구 신당동,11020690,3131,7417,4708,66.50382328,42.21383309,0.0003,132,10,6,91,558,90,20,129,30,331,2249,2,3,5,71.07537128,1.7535221677741897,401.6086105156754,151.59539007260184,3.999361443505229,991.5706553293722,229.99813002168983,2.201053416025185,794.2863075874897,99.39093307970788,3.2261073203731327,781.1178539609616,138.0149561134999,2.795011086919434,742.1458568483747
서울특별시 중구 다산동,11020700,3312,13320,6811,48.62722067,24.86486486,0.0003,145,32,14,22,155,59,9,46,36,206,1605,0,0,0,87.76845806466018,1.864065459,335.64359332316377,174.85735196519997,0.7248034454564718,334.5216628,179.82061168649517,1.954240697631749,497.9542995014523,98.95744449870904,2.9921984897944034,553.0620807403286,135.35096655376609,1.883827022970656,430.2954090912362
서울특별시 중구 약수동,11020710,3189,16108,7752,41.1377709,19.79761609,0.0003,47,29,21,20,109,54,5,11,14,142,1353,0,3,3,32.47657490467508,1.015736515661621,178.45337422464067,181.6545539797072,1.7148894134840205,789.4835974892799,301.78824332940707,2.152162552903239,527.8892662328568,154.90806032644204,3.2405133517234432,943.1505849093652,167.70685813505784,2.030825458443081,609.7442057140356
서울특별시 중구 청구동,11020720,2566,12971,6153,41.70323419,19.78259194,0.0003,56,23,3,16,80,49,1,12,16,87,1274,0,0,0,157.92785739517393,0.6419399435270403,226.92889561270803,293.9720886157472,1.837769117284254,786.3026729069625,289.86538689636325,1.8613784991351268,742.0811477477613,137.02714782899903,2.054529458,574.4375299186213,219.69812018407083,1.5989042545454957,582.4375615465133
서울특별시 중구 동화동,11020730,1118,9938,3988,28.03410231,11.24974844,0.0001,42,13,4,26,81,45,2,13,20,106,1312,0,0,0,127.27574496730242,1.368949159731091,381.1330064650864,338.5387914406939,1.6815562919009486,985.5512895927878,217.52748214258315,1.6650457585539629,722.1448875159862,70.66311338418919,1.7685549717663267,438.8235336550541,188.50128298369216,1.6210265454880823,631.9131793072287
서울특별시 용산구 후암동,11030510,4243,15998,8257,51.38670219,26.52206526,0.0004,131,31,6,51,156,56,20,28,13,192,4847,3,0,3,91.03371583009324,1.4676365119328996,394.1083050067392,57.98532494375392,1.0432012905310877,445.06925725683215,174.27840026187354,1.6388937912615795,649.8454279098406,179.36784952491757,0.9937948419623812,373.27903820050415,125.66632264015956,1.2858816089219869,465.5755071
서울특별시 용산구 용산2가동,11030520,2786,8912,5032,55.36565978,31.26122083,0.0003,76,28,1,27,108,37,8,12,10,258,4738,4,0,4,67.32808319793556,1.4050987464234868,365.5171972425887,90.22630850357524,1.0725660560643984,345.9686892762819,99.25554831918346,1.423199102868763,437.7462710976391,70.66311338418919,1.7685549717663267,438.8235336550541,81.86826335122086,1.4173547192807436,397.0139228178909
서울특별시 용산구 남영동,11030530,3723,6829,4853,76.71543375,54.5174989,0.0004,170,59,14,30,223,68,53,86,47,481,1231,10,5,15,97.20535799622704,1.729183660235695,457.5625453922399,176.20509928276076,2.1670158344072363,334.93420553183967,133.24682098574218,1.247521764883385,424.7875591670072,101.31715062194635,3.448529612445203,824.9648185383758,126.99360722166908,2.14806271799288,510.5622821573656
서울특별시 용산구 원효로2동,11030570,2577,13636,6254,41.2056284,18.89850396,0.0003,58,28,3,31,137,70,5,23,15,96,574,3,0,3,85.70704425087104,1.7043949158260447,350.9011328611059,247.19082813404057,1.5752801020648266,686.3914539412061,196.1657928706057,2.3263163534704923,771.9806159010112,311.6892777759323,2.608100424840612,872.0938580802875,210.1882357578624,2.053522949050494,670.3417651959028
서울특별시 용산구 효창동,11030580,1759,10685,4725,37.22751323,16.46233037,0.0002,47,20,4,18,65,14,1,11,3,46,367,4,1,5,116.20620302511762,1.5960333159201634,411.6992741426996,377.77692432230776,1.838306576138512,1053.2529288712092,282.7575837353086,1.8983567671383403,760.1470258751584,70.66311338418919,1.7685549717663267,438.8235336550541,211.8509561167308,1.7753129077408356,665.9806906360303
서울특별시 용산구 용문동,11030590,2136,11407,5314,40.19570945,18.72534409,0.0002,38,14,3,29,115,53,1,9,10,134,564,0,1,1,90.46605553,1.6339675516510717,373.82881195652766,223.01469962905867,1.2971764449209504,715.2406080996157,211.24144957108183,2.245724330293005,753.2935524072639,49.66506711246058,2.094442514237376,438.8235336550541,143.59681796065024,1.8178277102756009,570.2966265296153
서울특별시 용산구 이촌1동,11030630,1810,24933,9126,19.83344291,7.25945534,0.0002,18,19,11,30,117,46,0,1,13,145,607,1,0,1,64.93656262809142,1.4671250104246178,290.0044360887022,293.4288688624459,2.356845595,885.8902264527186,70.29362820419793,1.1199755504739544,268.5026140682301,70.66311338418919,1.7685549717663267,438.8235336550541,124.8305432697311,1.678125281916225,470.80520256617626
서울특별시 용산구 이촌2동,11030640,1310,7868,3591,36.48008911,16.64972039,0.0001,28,3,0,18,43,20,1,8,0,31,349,3,0,3,32.47657490467508,1.015736515661621,178.45337422464067,250.17360401359144,1.591343812248775,654.3707809784914,114.32662600172355,2.801401562678158,370.93738263172384,70.66311338418919,1.7685549717663267,438.8235336550541,116.9099795760448,1.7942592155887205,410.6462678724776
서울특별시 용산구 이태원1동,11030650,1978,6020,3435,57.58369723,32.85714286,0.0002,157,26,7,47,531,69,46,27,16,609,1808,1,1,2,48.73389333663726,1.916210396,382.8981659709256,218.8183807439825,1.683218313,739.1763463569166,102.36985666248816,3.0796352793963173,752.7433136857946,70.66311338418919,1.7685549717663267,438.8235336550541,110.14631103182428,2.1119047400406608,578.4103399171728
서울특별시 용산구 이태원2동,11030660,2705,8663,4850,55.77319588,31.22474893,0.0003,179,36,3,42,165,53,10,25,14,256,1076,1,1,2,47.89812236822039,1.9268986557030785,415.54598906551314,265.5194646941174,2.0622644370733725,702.5874362302046,126.97614992979308,2.090830842012241,718.3960222225927,70.66311338418919,1.7685549717663267,438.8235336550541,127.76421259408002,1.962137226638755,568.8382452933412
서울특별시 용산구 서빙고동,11030690,1687,12432,5094,33.11739301,13.56981982,0.0002,61,17,0,16,89,32,2,28,3,48,605,8,1,9,82.77194608525159,1.291427134414116,298.6381774,166.72224074691565,2.667555852,713.5572968767368,84.31467988470422,1.926264478186408,433.62570222840094,70.66311338418919,1.7685549717663267,438.8235336550541,101.11799502526516,1.9134506090917127,471.1611775
서울특별시 용산구 보광동,11030700,3469,11147,6279,55.2476509,31.12048085,0.0003,78,21,5,71,139,87,11,15,13,182,983,0,0,0,45.81887356560007,1.3058170308692216,290.4386469,211.05527638190952,2.5293132328308205,710.4148191940092,47.69720547780579,1.3697232899174512,290.0659396555126,70.66311338418919,1.7685549717663267,438.8235336550541,93.80861720237613,1.743352131345955,432.43573485114393
서울특별시 용산구 청파동,11030710,7001,18843,11124,62.93599425,37.15438094,0.0007,142,46,5,69,230,114,81,45,41,413,1577,6,0,6,75.78282464640284,2.248722728574431,427.8554206979634,90.22630850357524,1.0725660560643984,465.5664656575775,163.1843567140092,2.212981170363001,703.9203069441346,361.7542937148342,2.728696320728913,1050.8296325593851,172.73694589470537,2.065741568932686,662.0429564647652
서울특별시 용산구 원효로1동,11030720,5170,17007,9279,55.71721091,30.39924737,0.0005,125,44,5,64,170,67,10,18,24,296,1242,15,0,15,102.37183218291112,1.9267585011691624,370.8750271504386,349.6353464756477,2.4007142128984413,1104.3687068642953,296.73498703943767,2.412881913501122,824.1063586320182,196.4875005497256,3.085156332252657,877.9406053814394,236.30741656193047,2.4563777399553457,794.3226745070479
서울특별시 용산구 한강로동,11030730,6056,21016,11260,53.78330373,28.81614008,0.0006,379,103,32,169,923,184,21,100,47,1003,3409,28,7,35,51.518851761019015,1.4530748920295662,351.8587552258143,314.21290639575017,0.8086684269896905,852.870961,168.96426687916855,2.4076887471603823,753.3179294944559,168.63113151087654,2.1857860069077195,716.5479304490237,175.83178913670358,1.7138045182718398,668.6488940423235
서울특별시 용산구 한남동,11030740,4921,17755,9352,52.61976048,27.7161363,0.0005,387,97,22,101,449,124,14,67,47,676,2461,8,2,10,52.34896401426017,1.889918594541504,363.7441151794762,354.0883987970949,4.841005765187182,1164.953009,172.6473681630067,2.940490048904676,811.7067046467583,232.6572154119398,2.8095135265433617,1151.1663132384126,202.93548659657537,3.1202319837941808,872.8925355161618
서울특별시 성동구 왕십리2동,11040520,3002,16095,7385,40.64996615,18.6517552,0.0003,41,24,12,32,107,64,9,9,15,126,4086,2,1,3,97.09380772551368,1.6164747223720484,406.5984457,331.2059380682353,2.114067229986284,871.0196619044746,322.58531155145295,2.6768608570030388,979.7556386614392,142.34054251326305,2.842360891920219,835.8198009979875,223.30639996461625,2.3124409253203977,773.2983868159753
서울특별시 성동구 마장동,11040540,5355,21573,10850,49.35483871,24.82269504,0.0005,84,26,3,31,150,85,3,37,29,189,4324,0,1,1,99.98263686795644,2.3094579417934744,487.7612070958277,172.77234081337284,2.0700931854486977,642.2963179130344,228.1167402822589,2.4954498846331883,717.8638351451049,141.97288033258556,2.3030990002852865,611.5942592,160.71114957404342,2.2945250030401616,614.8789048384917
서울특별시 성동구 사근동,11040550,6165,11947,8198,75.2012686,51.60291287,0.0006,67,22,5,30,111,49,27,28,55,385,4486,2,2,4,72.42553302,2.278753816768316,431.3901944536248,146.0928259227337,2.889058352899096,858.6592679827038,166.0979565634256,1.9623418098052023,669.1253831,214.05154478817465,3.070277770342603,438.8235336550541,149.6669650735835,2.5501079374538045,599.4995947978457
서울특별시 성동구 행당1동,11040560,2805,13685,6441,43.54913833,20.49689441,0.0003,62,60,12,37,219,89,8,25,31,288,4557,4,4,8,106.57271861566932,2.385088897476974,513.2548723573775,195.01811975137736,3.669433822879628,950.8009811515396,256.7182313657849,2.334134814890991,898.2350175757576,92.28737900622548,2.7442031189757508,825.9972465699456,162.64911218476428,2.783215163555836,797.0720294136552
서울특별시 성동구 행당2동,11040570,2456,22851,9227,26.61753549,10.7478885,0.0002,23,35,3,14,75,45,1,4,6,67,4019,0,1,1,60.11931258,1.438668511031194,335.4169842963866,255.1935938039632,1.6586040579690144,734.9134672975439,295.84058686461407,1.7020128071010368,779.5736876484258,70.66311338418919,1.7685549717663267,438.8235336550541,170.4541516581916,1.641960086966893,572.1819182243527
서울특별시 성동구 응봉동,11040580,1618,14941,5950,27.19327731,10.82926176,0.0002,14,10,2,6,29,23,0,1,5,33,3561,0,1,1,52.51837616998864,1.135745106,233.84881219635668,236.90881994293065,1.923282653706969,688.0424291370862,79.86534919056871,1.016002961465723,347.7404195584312,70.66311338418919,1.7685549717663267,438.8235336550541,109.9889146719193,1.4608964232347548,427.1137986367321
서울특별시 성동구 금호1가동,11040590,2291,14745,6503,35.2298939,15.53747033,0.0002,25,35,4,14,51,35,0,5,12,81,3727,0,0,0,76.55330530818131,1.4955827985464296,369.2273553493696,337.2704910397644,2.2491285349463057,918.0652927682692,110.70108975897372,1.0407274842989416,353.57709025289216,118.9777362213988,2.049522277102355,438.8235336550541,160.87565558207956,1.708740273723508,519.9233180063962
서울특별시 성동구 금호4가동,11040620,2354,14154,6403,36.76401687,16.63134096,0.0002,32,21,10,23,88,61,4,6,18,118,4225,1,1,2,68.44437401097962,1.4565444593548158,374.81608456607154,314.7446823773363,2.736156788209425,922.1382497,241.9549350945764,1.4865432128468556,455.1740483276315,42.86326618088299,1.9288469781397344,374.9257036792957,167.0018144159438,1.902022859637708,531.7635215682496
서울특별시 성동구 성수1가1동,11040650,3313,15392,7434,44.56550982,21.5241684,0.0003,308,80,5,66,144,82,2,47,28,266,4962,2,1,3,80.84992938941105,1.855213284555007,364.8762664389096,457.7003893762122,3.875186184107776,965.5350888267456,201.59616441127497,2.566051969098148,549.5993576693536,122.7430259659346,2.566180228708878,730.8720343158545,215.72237728570815,2.7156579166174524,652.7206868127158
서울특별시 성동구 성수1가2동,11040660,2767,11943,5911,46.81103028,23.16838315,0.0003,886,87,16,70,288,114,5,102,40,616,6178,3,1,4,44.42085928009305,1.538766395215833,308.8803088803089,400.2305831909829,1.6931309710843805,826.1818523448186,197.0505267996162,3.217674114431657,801.7258930733747,209.2752351494977,3.7175326852105552,962.4893497,212.74430110504747,2.5417760414856065,724.8193509996256
서울특별시 성동구 성수2가1동,11040670,3887,14605,7642,50.86364826,26.61417323,0.0004,343,44,4,72,309,145,11,61,44,419,5426,3,0,3,85.57305616479752,1.4598346330581096,349.2132144871947,366.1875179,2.5925231087760423,702.7049958128704,158.34901114071045,1.9271272438483964,504.7773026675314,281.2785758964281,3.885587725608504,893.4509821470903,222.8470403,2.466268177822763,612.5366237786717
서울특별시 성동구 성수2가3동,11040680,2730,10047,5225,52.24880383,27.17229024,0.0003,1330,114,22,140,489,228,19,193,72,674,7285,6,1,7,44.72743203561618,1.749372454295728,361.3674036865351,351.2124334022988,1.4537816623740445,744.7387599,256.8442209649979,1.9422813554395584,777.9883064972374,104.13916436850825,3.016659878290934,900.6776626932382,189.23081269285527,2.040523837600066,696.1930331942527
서울특별시 성동구 송정동,11040690,2972,9720,5365,55.39608574,30.57613169,0.0003,134,13,3,15,87,56,4,22,10,84,4452,5,0,5,78.26211513066261,1.7019591479053164,419.4070612747128,237.3760726375311,1.3470705025619996,636.9431445077114,288.99190192296635,1.3263984992335276,633.0721080815696,206.7899400298953,2.165523912,438.8235336550541,202.85500743026384,1.6352380154252106,532.0614619
서울특별시 성동구 용답동,11040700,5284,12039,7722,68.42786843,43.8906886,0.0005,128,21,6,51,225,152,13,70,30,214,4964,6,2,8,66.88031353819376,1.4811826124452296,380.15206765133087,238.71676609452297,2.4523321025894025,515.5875782235842,171.66065629555015,2.574500670150112,867.3108056039291,126.81415575781703,3.0326623702984032,845.9833982579675,151.01797292152096,2.3851694388707867,652.2584624342029
서울특별시 성동구 왕십리도선동,11040710,5162,26269,12184,42.36703874,19.65053866,0.0005,166,67,27,53,223,163,26,61,41,475,5386,10,0,10,95.59384735620606,1.659017290309063,392.43083553492414,349.72024944981047,2.586734553747984,1021.5571485177328,453.5984449835146,2.097879344757104,879.2264475046795,219.1547110086262,3.055145104903087,927.5333055434672,279.51681319953934,2.349694073429309,805.1869342752009
서울특별시 성동구 금호2.3가동,11040720,3598,21953,9893,36.3691499,16.38955951,0.0004,32,26,13,38,145,83,8,10,22,222,4703,0,1,1,90.44454789781804,1.2392143124476904,302.0279227133568,330.18761747789137,2.7504565527008915,926.9030482586522,157.2491182843203,1.0925126568595882,405.2398105838473,70.66311338418919,1.7685549717663267,438.8235336550541,162.1360992610547,1.7126846234436244,518.2485788027277
서울특별시 성동구 옥수동,11040730,3217,25402,10756,29.90888806,12.66435714,0.0003,55,62,15,44,79,61,1,15,20,146,4631,0,2,2,68.03921290046762,1.3988838999566453,374.6215341197975,301.6759490894217,2.4283117121454327,933.9376979185286,60.10955803011948,2.273362331457814,542.1110967766522,62.278710513683805,2.6063485461301705,633.8331864833807,123.02585763342316,2.176726622422516,621.1258788245898
서울특별시 광진구 화양동,11050530,14966,23193,18136,82.5209528,64.52809037,0.0015,230,73,33,85,306,183,54,81,160,899,5135,12,2,14,71.36289862722221,2.428380199863976,503.7938396,190.58352726023887,3.978285380459388,897.7050431486682,193.45608057115007,2.878181498517508,801.0320085778147,173.24645277108658,3.732719715396025,1015.5833865278688,157.16223980742444,3.2543916985592243,804.5285694635879
서울특별시 광진구 군자동,11050540,7040,19070,11312,62.23479491,36.91662297,0.0007,187,47,9,59,240,133,23,70,51,394,4273,5,0,5,99.92369592763008,1.9030073393207103,455.2608209689683,461.0376257167549,2.6425559462182417,691.8854590554104,285.23522392392704,1.9572815499840788,733.7379377060489,254.82508994362345,3.6629898661931937,1110.791565,275.2554088779839,2.541458675429056,747.9189456826069
서울특별시 광진구 중곡1동,11050550,4885,15239,8651,56.46746041,32.05590918,0.0005,130,26,14,64,220,128,10,51,40,289,4072,7,2,9,32.47657490467508,1.015736515661621,178.45337422464067,229.2889362354072,0.9230338679548276,634.7451367591093,262.95158314157027,1.440276044598253,733.9483189,184.51078099959847,3.9512597872138175,1102.8741655504195,177.30696882031276,1.832576554,662.5052488585424
서울특별시 광진구 중곡2동,11050560,5225,20521,10572,49.42300416,25.46172214,0.0005,159,57,14,66,201,173,8,59,55,231,4156,2,0,2,83.50060081941851,1.1110772213540296,389.31321020154576,313.1058543055315,2.447045820464802,813.3844337,301.3173802394054,1.7600870169441911,697.0945459723711,364.4817811641752,2.834113775751206,1072.6285847973463,265.60140413213264,2.038080958628557,743.1051936678158
서울특별시 광진구 중곡3동,11050570,4463,15727,8518,52.39492839,28.37794875,0.0004,69,17,8,47,160,120,7,33,42,213,3905,5,1,6,97.25961920797587,1.205445236609264,425.1010217948364,76.62837868,1.7112394150926722,376.2247129945071,253.5656544236901,1.8334257346895333,670.7092438805881,21.73527441,2.524818728027284,515.970516,112.29723168041647,1.8187322786046884,497.0013736674829
서울특별시 광진구 중곡4동,11050580,5430,27594,13066,41.55824277,19.67819091,0.0005,82,43,6,41,218,114,6,38,43,231,4058,5,0,5,105.52658932872124,1.3514883620478169,377.0918440201334,119.80147184665412,1.7970220776998116,550.9594529259217,309.21176011136026,1.367190494290792,589.8816294255313,37.43916136278547,1.8719580681392736,438.8235336550541,142.99474566238027,1.5969147505444234,489.1891150066601
서울특별시 광진구 능동,11050590,3927,11097,6480,60.60185185,35.38794269,0.0004,98,46,10,35,120,58,3,33,37,158,3873,7,2,9,121.75702927075596,1.7942331446479198,467.7431511621303,90.22630850357524,1.0725660560643984,900.7149555637722,305.3258920553694,2.091303090087451,838.4433693552927,218.2802943115228,2.9562940847748607,877.1527894709744,183.89738103530584,1.9785990938936573,771.0135663880424
서울특별시 광진구 구의1동,11050600,7638,23127,13100,58.30534351,33.02633286,0.0008,179,76,9,78,199,147,14,45,77,426,4560,7,1,8,107.58959863974974,1.5855254903658575,438.6496266172944,246.79007846291725,2.383206321570801,679.5438678147545,305.40488101333204,1.7373025759831162,688.2206014960728,105.40390593136011,2.772054207258831,758.6277218740944,191.2971160118398,2.119522148794651,641.2604545
서울특별시 광진구 구의2동,11050610,4441,25610,11485,38.6678276,17.34088247,0.0004,64,40,14,46,169,89,8,36,36,263,4112,9,0,9,99.77669689224828,1.165117868697943,285.57844829305924,291.9569653679194,2.739895038,946.6461505,293.7018050008802,1.455913639060506,569.9527641,44.36043485,2.0717894547390205,911.9890267911404,182.448975527762,1.8581790001243677,678.5415974210499
서울특별시 광진구 구의3동,11050620,4375,27840,12051,36.30404116,15.71479885,0.0004,174,130,20,62,783,145,7,63,75,350,5191,18,1,19,38.21744334,1.8949595883151047,178.45337422464067,346.2421328666032,1.8088158359136424,820.9995676139895,278.1017252070423,1.7925583663510292,645.0110033597549,171.0186397264767,1.804664937,515.0243600579817,208.39498528503051,1.825249681894944,539.8720763140917
서울특별시 광진구 광장동,11050630,2312,33971,11855,19.5023197,6.805804951,0.0002,126,68,10,47,143,73,6,48,32,214,4192,14,1,15,110.09029485626624,1.4031630605884409,428.7304749664804,405.8302343671125,1.517937202267544,822.9928724157863,204.66357418639336,1.4544400973324323,643.7278337288803,60.13340514236574,2.1142854156787547,485.3624378275473,195.17937713803445,1.6224564439667928,595.2034047346735
서울특별시 광진구 자양1동,11050640,6650,21833,11985,55.4860242,30.45848028,0.0007,121,42,20,61,286,169,13,49,52,304,4578,2,0,2,91.80787411890743,1.543209086510147,433.69125657435626,281.3246616146911,2.534821763179223,838.5636274394262,274.4908725801246,1.7781540466159635,694.9567298682292,145.8611192575399,2.4438622549505413,681.7721656739062,198.37113189281573,2.0750117878139687,662.2459448889795
서울특별시 광진구 자양2동,11050650,4448,23628,10913,40.75872812,18.82512274,0.0004,112,48,8,53,159,132,2,34,48,190,4297,7,0,7,96.30899287639896,1.3923883398412835,386.2776717228479,335.05044033063785,1.4397702945076354,682.894359,295.0741478995324,1.6554018128202437,735.8677340868048,172.08372077200133,2.0545836290248136,616.3161782125785,224.62932546964265,1.635536019048494,605.3389857555578
서울특별시 광진구 자양3동,11050660,3224,27221,10967,29.39728276,11.84379707,0.0003,57,61,12,58,265,96,6,18,35,200,4358,1,0,1,85.23462574722912,1.7112896566570752,390.5530166360732,384.43824172398587,1.4268802282505324,843.5841178114463,414.11686407744776,1.572161576989778,730.4138292248217,48.09449558735911,3.372923156,1071.428571428571,232.97105678400547,2.0208136544743467,758.9948837752281
서울특별시 광진구 자양4동,11050670,6056,19883,10986,55.12470417,30.45818036,0.0006,145,55,20,61,293,149,21,41,82,427,4884,7,1,8,49.24344310804902,1.7879110835912686,388.3241937736303,396.1055482358928,3.2483781718075337,1150.8196283937057,218.10330718148225,2.4902389538193623,860.8813005029929,261.2047480710021,4.558138791,1266.2812117843189,231.16426164910652,3.021166750054541,916.5765836
서울특별시 동대문구 회기동,11060710,4663,10394,6641,70.21532902,44.86242063,0.0005,51,30,7,25,177,71,29,27,47,406,3782,4,0,4,47.28717384130283,2.283994929069683,418.1025149403546,142.3321657766272,3.732511057066914,901.2507156197222,152.20820596995955,2.434813729716544,600.6651738,62.91073206,2.0366903473437583,545.6213454219954,101.1845694119724,2.622002515799225,616.4099374
서울특별시 동대문구 휘경1동,11060720,4584,13712,7678,59.70304767,33.43057176,0.0005,35,24,9,36,126,73,20,27,28,168,3478,6,3,9,53.67858614938918,2.403866584002784,496.8532626697582,327.1482279700787,2.031697932877468,739.2798061575508,158.01118642302714,3.4638436311646377,1007.7765070392094,91.12318398461308,3.815079598856824,920.1547979,157.49029613177703,2.9286219367254285,791.0160934416297
서울특별시 동대문구 휘경2동,11060730,6757,24164,12645,53.43614077,27.96308558,0.0007,40,34,6,34,100,63,3,18,25,143,3428,3,0,3,71.48417456124486,2.280088260956731,437.0688640287588,354.98527502531647,0.9457543693085804,597.6135931,142.99552242130872,1.9013443984175613,467.92894499185286,171.50046187482198,4.107102214583707,934.4280361,185.24135847067305,2.3085723108166447,609.2598596
서울특별시 동대문구 청량리동,11060800,5353,18742,10103,52.9842621,28.56151958,0.0005,111,29,18,49,256,118,30,34,40,274,4096,17,1,18,58.16816487344307,1.1399809074740517,313.3309164985473,85.55057584,0.7125809645903615,491.7936905322427,101.44776566982588,2.7094089297617643,401.1895515394231,128.65313419807157,3.6504469513168782,876.5908925476227,93.45491014533512,2.053104438285764,520.7262627794589
서울특별시 동대문구 용신동,11060810,12739,38410,21692,58.72671953,33.16584223,0.0013,277,76,29,143,600,196,53,106,85,597,5343,26,4,30,62.733921009843904,1.910654824635707,377.5280048939212,234.47127128088903,2.307839987705579,875.5281213483038,257.051724,2.3142482553709947,788.8892511939422,115.69158457862798,2.733262699555069,865.5240305971765,167.48712521734024,2.316501441816837,726.867352
서울특별시 동대문구 제기동,11060820,7614,23014,13018,58.48824704,33.08420961,0.0008,94,51,31,62,713,140,47,44,31,494,4939,7,2,9,52.22362797196815,2.299504405,384.3645954122467,199.1871851577945,1.9401590452375983,609.7682881235465,116.14358008374244,2.3231057176073766,635.4143383876055,112.93354499122186,2.8733089587958807,879.6644829663381,120.12198455118174,2.359019531623609,627.3029262224343
서울특별시 동대문구 전농1동,11060830,7804,32157,16061,48.58975157,24.268433,0.0008,92,48,13,84,482,169,28,42,58,405,4694,11,3,14,78.34361911647012,1.7013958681093042,363.1323968389817,253.60884662803176,1.583539316021206,749.8503330044038,261.8593166,1.7895994963006925,641.0854531554552,132.91000681858802,3.561935435308012,886.1226867,181.6804472907725,2.159117528934804,660.0477174247102
서울특별시 동대문구 전농2동,11060840,2390,17958,7544,31.68080594,13.30883172,0.0002,34,32,3,16,88,60,1,16,24,133,3723,2,0,2,62.40250626707393,1.6368741830187128,316.8467934729542,120.89498218944304,1.1192620874772905,541.9880247452527,103.43266926327354,2.6491219520401903,619.2930258709329,66.56410016210017,2.9978908136238243,538.7585182793932,88.32356447047269,2.1007872590400045,504.2215905921332
서울특별시 동대문구 답십리2동,11060860,4702,27513,12477,37.68534103,17.09010286,0.0005,76,26,15,50,260,126,4,20,51,206,4216,12,0,12,64.17463398686063,1.1573410977788707,306.38383311659135,188.978852,1.5179041869708254,704.2973921224824,170.15252683423395,2.237264546950189,754.7756168340218,202.61414980110456,2.2020146159344893,742.8569156266152,156.48004065554977,1.7786311119085936,627.0784394249276
서울특별시 동대문구 장안1동,11060870,8454,37386,18300,46.19672131,22.61274274,0.0009,216,53,20,91,494,306,20,78,87,587,5371,2,1,3,48.58891831,1.3686273921370438,407.89473684210526,265.0449304474923,2.387947771192286,924.4176726189564,220.0207977558858,1.5325979123013789,667.8882399627049,101.25216307039604,2.2012681393117983,677.2745141683744,158.72670239594353,1.8726103037356268,669.3687908980353
서울특별시 동대문구 장안2동,11060880,5385,32692,14417,37.35173753,16.47191974,0.0005,82,101,18,59,345,190,15,28,96,484,4881,0,0,0,69.45109117,1.3380598729628403,298.03912704835244,326.8726252404462,1.5091053594847677,674.5018974772859,126.9503461390783,2.0884299955264125,558.8160386759573,125.42368117465936,2.447147646238626,683.8499859402834,162.17443593104596,1.8456857185531617,553.8017622854697
서울특별시 동대문구 이문1동,11060890,6957,17764,10684,65.1160614,39.16347669,0.0007,64,37,9,56,160,92,23,25,49,328,4356,0,1,1,41.86649584033598,2.145066752346276,338.7145312164533,224.3757194641208,3.193520996477464,859.7277635919849,83.87433883391667,2.6335739970059846,486.9955090893298,72.53142069798493,3.3771690967199315,683.6011877891585,105.6619937090896,2.8373327106374138,592.2597479217316
